id ,nom, genre 
6767;Gachi Sushi and Noodle;sushi bars japanese noodles
6770;Susanna Foo Chinese Cuisine;chinese
6786;My Blue Heaven;bars american (traditional) nightlife
6794;Villagio Pizza Cafe;breakfast & brunch pizza
6795;Goody's Pizza;pizza
6809;Little Caesars Pizza;pizza
6825;Papa Sam;pizza
6830;Maru Global;japanese
6849;Pizza Hut;italian pizza chicken wings
6853;George's Wings;burgers fast food sandwiches american (traditional) seafood chicken wings wraps
6858;Vineyards Cafe;coffee & tea breakfast & brunch cafes creperies internet cafes
6860;PrimoHoagies;sandwiches italian local flavor
6864;Hyon's Seafood;seafood
6865;Ron's Caribbean Cuisine;cafes specialty food caribbean ethnic food
6870;Wiz Kid;fast food vegan cheesesteaks
6887;Latin Flavor;caribbean latin american cuban
6896;Tom's Corner Grill & Pizza;pizza
6902;Empress Garden;chinese noodles taiwanese
6907;The Fat ChickeN;fast food japanese chicken wings
6910;Chinese Restaurant;chinese
6919;Los Compadres;italian food trucks mexican
6921;Nannie Francos Pizza;pizza
6930;Los Potrillos;american (traditional) food trucks mexican spanish
6958;Divino Wine Bar;italian bars nightlife wine bars pizza
6960;Capofitto;italian bars nightlife breakfast & brunch pizza gelato
6962;The Blue Duck;burgers sandwiches breakfast & brunch american (new)
6981;La Creperie Cafe;cafes creperies
6986;Kurry Shack;specialty food vegetarian indian halal
6991;Rocchino's;italian american (new)
6997;Wawa;coffee & tea sandwiches gas stations convenience stores
6998;The Black Sheep Pub & Restaurant;pubs bars nightlife american (new) sports bars irish pub
7001;Vegetate;sandwiches breakfast & brunch american (new) vegan vegetarian
7026;Hunnies Crispy Chicken;american (traditional) chicken shop
7032;Slices Pizza;pizza
7048;Marrakesh Express;moroccan halal
7055;Barra Restaurant;italian bars nightlife pizza
7057;Lazos Pizza & Grill;italian american (traditional) pizza
7076;Fa Caldo Caffe;coffee & tea american (new)
7080;New England Pizza;pizza
7091;Ramble Pizza;food trucks pizza
7101;Sue's Market;sandwiches specialty food fruits & veggies beer wine & spirits
7116;Kanella;greek breakfast & brunch mediterranean
7123;Lulu's Pizza Bar;bars nightlife pizza beer wine & spirits
7130;Commonwealth Kitchen;american (traditional) pizza cheesesteaks
7138;Makiman Sushi;sushi bars japanese
7139;Domino's Pizza;sandwiches pizza chicken wings
7143;Charlie's Roast Pork;sandwiches breakfast & brunch
7146;McDonald's;coffee & tea burgers fast food
7160;In Riva;italian bars nightlife cocktail bars pizza beer wine & spirits
7174;Pearl;bars nightlife asian fusion lounges dance clubs
7185;Philippine Jeepney Grill;specialty food filipino ethnic food
7187;Tomo Sushi & Ramen;sushi bars japanese ramen
7196;Asian Star;sushi bars japanese chinese thai
7216;Loco Lucho's Latino Kitchen;caribbean latin american puerto rican spanish cuban
7223;Potito's Italian American Pastries;bakeries
7224;Smiths Restaurant and Bar;bars nightlife american (new) lounges
7225;Steve's Prince of Steaks;american (traditional) pizza cheesesteaks
7228;St. Declan's Well;pubs bars nightlife breweries beer wine & spirits irish music venues irish pub
7245;Bareburger - Midtown Village;burgers bars american (traditional) nightlife cocktail bars salad american (new)
7248;Dough Boy Pizza;pizza
7253;Cafe Habana;bars nightlife lounges
7269;Las Cazuelas Restaurant BYOB;mexican latin american tacos spanish
7281;D'S Caribbean And American Food;cajun/creole southern caribbean
7304;Hai Street Kitchen & Co;japanese asian fusion
7312;Dae Jang Geum;korean
7319;Sorrento Pizzeria And Grill;burgers pizza chicken wings
7324;Tony Express;burgers sandwiches food trucks mediterranean falafel
7329;Panasian Buffet;american (traditional) japanese seafood chinese buffets pan asian
7350;4 Seasons Grill Mexican Restaurant;mexican
7352;The Centennial Cafe;coffee & tea sandwiches breakfast & brunch
7354;Camac;bars american (traditional) nightlife gay bars
7371;Sam's Pizza;pizza
7376;McDonald's;coffee & tea burgers fast food
7409;Queen Sheba;bars nightlife sports bars ethiopian
7414;Ed's Pizza House;pizza
7417;Enzo's;american (new)
7423;Ricci's Hoagies;sandwiches italian
7428;Pina's Pizza;italian seafood pizza
7434;Oregon Steaks;sandwiches steakhouses local flavor cheesesteaks
7446;China Star;chinese szechuan cantonese
7449;Paseo Tapas Bar;tapas bars
7475;SET NoLibs;bars nightlife asian fusion salad lounges mexican tacos
7483;George's Sandwich Shop;sandwiches italian cheesesteaks
7491;Slate;bars nightlife american (new)
7505;Good Karma Cafe;coffee & tea cafes
7512;Oriental Kitchen;american (traditional) chinese
7520;Athenian Restaurant;american (traditional) diners american (new)
7528;Valley Shepherd Creamery;specialty food american (new) cheese shops
7541;The Palace of Indian;indian
7548;In & Out Pizza;pizza
7552;Mac's Tavern;pubs bars nightlife american (new)
7565;Pho Hoa Noodle Soup;vietnamese
7582;Tiffin-Etc;indian
7608;Jamaican Jerk Hut;caribbean
7614;Moon Flower House;burgers sandwiches juice bars & smoothies
7618;Holmesburg Bakery;bakeries
7623;A Taste of Jamaica;southern caribbean
7627;Champps Penn's Landing;sandwiches american (traditional)
7631;Rasavat;indian
7653;Erawan Thai Cuisine;thai
7667;High Point Cafe;coffee & tea bakeries cafes creperies
7668;McDonald's;coffee & tea burgers fast food
7671;Halal Gyro King;sandwiches food trucks street vendors halal food stands middle eastern
7681;Oh So Good;sandwiches american (traditional) breakfast & brunch asian fusion american (new) barbeque soul food buffets desserts
7688;Flow State CoffeeBar;coffee & tea cafes gelato
7691;The Pink Dolphin;specialty food
7693;Cake Life Bake Shop;bakeries cafes caterers cupcakes desserts
7694;Maria's Ristorante on Summit;italian pizza
7698;Chuck E. Cheese;pizza party & event planning indoor playcentre kids activities
7705;Jay's Favorite Sushi Bar;sushi bars japanese
7711;Copabanana;bars american (traditional) nightlife
7725;Rangoli: Vibrant Flavors of India;specialty food vegan ethnic food vegetarian pakistani indian halal
7731;Foodery;beer wine & spirits
7744;Fratelly Pizza & Restaurant;sandwiches italian pizza
7759;Dagwood's Pub;pubs bars nightlife seafood
7769;Cornerstone Inn;bars american (traditional) nightlife breakfast & brunch american (new) sports bars
7778;Kato's Cajun;cajun/creole
7791;Venuto's Old World Pizza;italian pizza
7792;Zorba's Taverna;greek mediterranean
7807;Jasmine Rice - Rittenhouse;salad soup thai
7809;Xochitl;bars nightlife asian fusion lounges mexican latin american
7811;Al Sham Restaurant - Philadelphia;halal middle eastern kebab
7823;The Set Table;sandwiches breakfast & brunch american (new)
7825;Cactus Restaurant & Bar;bars nightlife mexican tex-mex
7832;Mom Mom's Kitchen and Polish Food Cart;food trucks street vendors polish
7844;Hibachi 2 Go;sushi bars japanese
7845;Snackbar;bars nightlife wine bars tapas bars
7855;Day Break Eggs;breakfast & brunch
7863;Bitar's;bakeries greek mediterranean middle eastern falafel
7879;Cily Chicken Rice;coffee & tea fast food chinese thai hainan
7881;Franklin's;burgers bars nightlife american (new) sports bars beer wine & spirits karaoke
7882;Tacodelphia;mexican tex-mex tacos new mexican cuisine
7892;Cheu Noodle Bar;vietnamese japanese korean asian fusion american (new) tapas/small plates ramen noodles
7895;Samosa Vegetarian;vegetarian indian buffets
7899;El Limon;mexican
7902;Franny Lou's Porch;coffee & tea sandwiches breakfast & brunch bagels tea rooms books mags
7903;Keshet Kitchen;comfort food desserts middle eastern
7916;KASUMI SUSHI;sushi bars japanese
7937;Zaika;pakistani indian halal
7940;Qdoba Mexican Grill;mexican
7945;Dunkin';coffee & tea donuts
7960;HipCityVeg - University City;burgers sandwiches vegan desserts
7962;Philadelphia Cricket Club;beaches
7965;Goldie;fast food mediterranean falafel
7976;Buena Onda;mexican tacos
7982;Vientiane Bistro;cafes asian fusion thai vegan laotian
7991;Izzy's 33;italian breakfast & brunch cafes mexican
8060;Wawa;coffee & tea sandwiches convenience stores
8063;Joe's Steaks + Soda Shop;sandwiches cheesesteaks
8066;Ava Restaurant;italian american (new)
8069;Little Caesars Pizza;pizza
8082;Walnut Street Pizza;italian pizza caterers gluten-free
8091;Amici's Deli;italian
8102;Yellow Bicycle Canteen;sandwiches cafes caterers vegetarian
8103;Suraya;coffee & tea nightlife cafes specialty food american (new) middle eastern lebanese beer gardens
8124;Mel's Kitchen;sandwiches breakfast & brunch soup caterers cheesesteaks
8130;Philly Fusion & Grill Chicken Bowl;american (traditional)
8138;Ramada Philadelphia Northeast;hotels & travel hotels
8140;Lloyd Whiskey Bar;bars nightlife wine bars cocktail bars american (new) gastropubs lounges
8149;Smiley's Cafe;sandwiches greek juice bars & smoothies mediterranean
8153;Il Tartufo;italian
8156;Park Manor Deli;sandwiches cheesesteaks
8169;iPho Vietnamese Restaurant;vietnamese
8174;McDonald's;coffee & tea burgers fast food
8195;Happy Joy Family Restaurant;american (traditional) breakfast & brunch
8197;Tasties;sandwiches food trucks steakhouses seafood specialty food soul food ethnic food desserts imported food
8211;The Original Hot Dog Factory;hot dogs
8226;Misconduct Tavern;bars nightlife american (new)
8234;Mediterra Grill;sandwiches salad american (new) mediterranean
8235;The Boilermaker;bars nightlife american (new) beer wine & spirits
8243;Michelfelder's Deli;sandwiches salad
8247;Giovani Pizza;burgers pizza salad
8253;So Korean Grill;korean barbeque
8256;Marathon;sandwiches american (new)
8258;Oteri's Italian Bakery | North 5th St;bakeries caterers desserts
8278;Los Jimenez;mexican
8291;Prohibition Taproom;bars american (traditional) nightlife breakfast & brunch gastropubs beer bar tapas/small plates
8292;Checkers;burgers fast food hot dogs chicken wings
8311;P & S Ravioli;italian do-it-yourself food
8312;Cafe Square One;coffee & tea sandwiches breakfast & brunch sushi bars cafes salad
8320;Bai Wei;bubble tea chinese szechuan dim sum
8321;Earl of Sandwich;sandwiches salad wraps
8337;The Fat Ham;southern tapas/small plates
8340;Termini Bros Bakery;bakeries
8347;Jeisy Grilled Chicken;american (traditional) barbeque
8349;Green Basil Thai Kitchen;thai
8361;Juniper Commons;american (traditional) diners breakfast & brunch
8370;Park Salad Bar;asian fusion pizza salad chinese
8378;Asadero los tios;mexican caribbean dominican
8382;Fresh Gulf Seafood;seafood farmers market distilleries
8396;Zio Pizza Palace & Grill;burgers fast food italian pizza chicken wings vegan vegetarian
8398;Authentic LanZhou Handpulled Noodles;noodles
8404;Ralphs Italian Restaurant;italian
8405;Cucina Zapata;mexican thai food stands
8429;Sky Cafe;indonesian
8440;Valerio Coffee Roasters;coffee & tea breakfast & brunch bagels
8447;In the Valley;bars nightlife wine bars cocktail bars american (new) tapas/small plates
8463;Bridgewater's Pub;bars nightlife american (new)
8472;Terron;juice bars & smoothies mexican vegan vegetarian desserts tacos
8475;Independence Brew Pub;bars nightlife breweries
8478;El Guero  Mexican Food Truck;mexican
8479;Village Burger;burgers food trucks
8480;Shing Kee;soup chinese noodles
8509;DK Sushi;sushi bars japanese
8520;The Post;burgers bars nightlife cocktail bars chicken wings beer bar
8522;Pizza Wings Steaks;sandwiches steakhouses pizza chicken wings vegan vegetarian
8525;Fortune Chinese Restaurant;chinese
8527;Uptown Grill Breakfast;american (new)
8530;Pita Pocket Falafel & Grille;greek mediterranean falafel
8536;New Napoli Famous Pizza;pizza
8538;Mr Bravo Pizza & Grill;american (traditional) pizza american (new)
8547;Little Caesars Pizza;pizza
8566;JD's Soul Food Kitchen;american (traditional) chicken wings barbeque soul food
8573;Non Stop Pizza & Grille;pizza
8575;Frank's Spaghetti House;italian bars nightlife wine bars american (new)
8602;Sbarro;pizza
8606;Allegro Pizza;sandwiches italian american (traditional) pizza
8609;Solly Pizza;pizza
8627;Cosi;coffee & tea sandwiches
8630;Jones;american (traditional) diners american (new) southern
8636;Applebee's Grill + Bar;burgers fast food bars american (traditional) nightlife steakhouses chicken wings sports bars
8646;Bottom of the Sea;seafood
8652;LaScala's;italian pizza salad
8658;Fabio's Chicken Restaurant Takeout;chicken wings latin american
8659;Little Kitchen;japanese chinese thai
8663;Parada Maimon;mexican caribbean latin american dominican
8670;Frog at the Yard;coffee & tea american (traditional)
8682;Stella Sera;italian
8703;Nauti Mermaid Crab House;nightlife seafood piano bars
8715;Goree;specialty food ethnic food halal african imported food senegalese
8725;Trattoria Carina;italian american (traditional)
8727;Al's Italiano Pizzeria & Ristorante;sandwiches italian pizza desserts
8731;Smokey Pint;bars nightlife beer bar barbeque comfort food
8751;Casselli's Ristorante;italian
8772;Lee's Breakfast;breakfast & brunch
8776;Boricua Restaurant;caribbean latin american puerto rican spanish
8777;Bonks Bar;bars american (traditional) nightlife seafood
8791;Brindle Cafe;sandwiches american (new)
8806;Master Wok;chinese
8809;Tandoori Of India;salad indian halal desserts
8836;Ace of Steaks;burgers sandwiches cheesesteaks
8856;Sorrento's Pizza;pizza
8881;Rotten Ralph's;pubs bars american (traditional) nightlife
8886;Swiss Haus Cafe & Pastry Bar;coffee & tea bakeries kosher
8890;La Colombe Coffee;coffee & tea
8901;Red Owl Tavern;breakfast & brunch american (new)
8904;La Fonda De Teresita;mexican
8912;Arbys Roast Beef;fast food sandwiches american (traditional)
8920;Mike's Hot Dog Cart;food stands
8922;College Pizza/College Cafe;pizza
8940;Burger Lane;burgers
8943;Ricky Cafe;sandwiches breakfast & brunch american (new) street vendors
8948;Romano's Pizza Express;pizza
8949;Philly's Finest Pizza;pizza
8957;Philly Dawgz;american (traditional) hot dogs
8966;MexiCali;food trucks mexican
8968;Subway;fast food sandwiches
8972;R2L;bars nightlife cocktail bars american (new) lounges
8987;Feltonville Express Pizza;pizza
8998;500 Degrees;burgers
9013;Justin's Snack Corner;burgers breakfast & brunch steakhouses
9017;La Marqueza - Food Truck;food trucks breakfast & brunch mexican street vendors food stands
9029;Orchard Smoothie and Cafe;cafes juice bars & smoothies
9046;Giovanni's Pizzeria;sandwiches italian pizza
9048;Liberty Bar & Grill;pubs bars nightlife american (new) sports bars beer wine & spirits dance clubs dive bars
9055;Otolith Sustainable Seafood;seafood specialty food seafood markets
9062;Wawa;coffee & tea sandwiches gas stations convenience stores
9065;Paxia;mexican
9067;Ippolito's Seafood;sandwiches american (traditional) seafood salad specialty food seafood markets fish & chips
9079;Johnny Rockets;burgers fast food sandwiches american (traditional) american (new)
9085;Chan's Halal Restaurant;asian fusion chinese halal
9095;Trio Breakfast & Lunch;fast food american (traditional) breakfast & brunch chinese
9120;Asian Garden;chinese
9121;Ariana;middle eastern afghan
9123;Ruby Garden Restaurant;american (traditional) diners seafood chinese dim sum cantonese
9130;Burger King;burgers fast food
9134;Burger King;burgers fast food
9139;Gennaro's Tomato PIE;pizza
9142;Sadiki's Restaurant & Lounge;southern
9150;TyeMeka's Soul Food;soul food
9154;Penang;asian fusion chinese thai malaysian
9163;Domino's Pizza;sandwiches pizza chicken wings
9183;Mommy Telly's Famous BBQ;food trucks filipino barbeque
9189;HipCityVeg;burgers vegan vegetarian
9193;Foods On First;sandwiches american (traditional) diners breakfast & brunch caterers cheesesteaks
9200;African Small Pot;african senegalese
9212;Marrakesh;moroccan mediterranean
9222;Los Caballos Locos;mexican southern latin american desserts
9232;Sansom Kabob House;vegetarian middle eastern
9268;Hot Diggity!;hot dogs vegetarian
9274;Chickie's & Pete's;bars nightlife seafood american (new) sports bars
9275;Wise Guys Pizza & Steaks;pizza chicken wings cheesesteaks
9280;Layalena Hookah Lounge;bars nightlife cafes hookah bars middle eastern
9282;Domino's Pizza;sandwiches pizza chicken wings
9287;El Camino Real;mexican barbeque tex-mex
9292;Anjou Restaurant;sushi bars asian fusion french
9302;PrimoHoagies;sandwiches italian
9304;Capital Beer;sushi bars chinese
9318;King's Garden;chinese beer wine & spirits cantonese
9324;1st NE International Market;asian fusion
9330;Pizano's Family Pizza and BreakFast Kitchen;pizza halal
9343;Nhu Y;sandwiches vietnamese
9348;Numa;sushi bars japanese
9350;Khyber Pass Pub;pubs bars american (traditional) nightlife gastropubs
9352;Cloud Factory Hookah Lounge;bars nightlife cafes hookah bars
9359;Lee How Fook;chinese dim sum cantonese
9363;El Sabor Poblano;breakfast & brunch mexican latin american
9370;Spice Finch;breakfast & brunch mediterranean
9374;Surf and Turf Market;seafood specialty food american (new) seafood markets
9388;Papa John's Pizza;pizza
9389;Aldine;bars nightlife breakfast & brunch cocktail bars american (new)
9390;Village Whiskey;burgers bars nightlife american (new) whiskey bars
9404;Tsaocaa;bubble tea ice cream & frozen yogurt chicken wings
9410;Top Tomato Bar & Pizza;sandwiches italian bars nightlife breakfast & brunch cocktail bars pizza sports bars food delivery services cheesesteaks
9423;Bold Coffee Bar;coffee & tea cafes
9436;Tankie's Tavern;sandwiches pizza salad
9459;Eatalia;italian
9464;Bridesburg Pizza;pizza
9474;SPOT Gourmet Burgers;burgers food trucks cheesesteaks
9498;Federal Donuts;coffee & tea chicken shop donuts
9499;Sid Booker's Shrimp;seafood
9514;Checkers;burgers fast food
9519;Kermit's Bake Shoppe;bakeries pizza
9521;Olde City Food Market;sandwiches breakfast & brunch convenience stores
9522;Punch Buggy Brewing;sandwiches hot dogs brewpubs breweries
9531;Urban Village Brewing Co;pubs bars nightlife pizza breweries american (new)
9541;City Grange;american (traditional)
9559;Wilson Famous Blue Ribbon Meats;chicken wings specialty food meat shops
9563;Pizzeria Vetri;italian pizza salad
9568;Lemoncello Restaurant Philly;latin american colombian
9571;A Tutti, Ristorante Italiano;coffee & tea italian pizza
9585;2 in One Cafe;asian fusion
9610;Mac Mart;american (traditional) american (new)
9611;Wishbone;coffee & tea chicken wings specialty food american (new) chicken shop thai comfort food
9630;Lucatelli's;italian pizza salad gluten-free
9637;SALERNO'S Ristorante & Pizzeria;italian pizza
9654;Rittenhouse Grill;bars nightlife wine bars steakhouses seafood
9661;Octopus Falafel Truck;food trucks mediterranean food stands middle eastern falafel
9665;Bourbon & Branch;bars american (traditional) nightlife breakfast & brunch music venues
9675;Pizza Hut;italian pizza chicken wings
9690;Pasqually's Pizza;italian pizza beer wine & spirits food delivery services beverage store
9732;Moy Fong Restaurant;chinese
9734;Wings To Go;fast food chicken wings
9738;Convenient Food Mart;bars nightlife beer bar convenience stores
9741;Ruby's Roof Jamaican Restaurant;caribbean
9753;Koliyan;coffee & tea specialty food vegan ethnic food gluten-free desserts cheesesteaks cooking classes
9775;Boom Buns;asian fusion chinese noodles dim sum cantonese
9776;Pitruco Pizza Franklin's Table;italian pizza american (new)
9778;1925 Cocktail Lounge;bars nightlife american (new) lounges
9787;Tasties;soul food
9790;Ly Michael's;asian fusion
9801;Mom's Seafood;seafood specialty food seafood markets
9803;Ruth's Chris Steak House;steakhouses
9809;Sunrise 2 Authentic Thai Food;thai
9820;16th Street Seafood;seafood specialty food seafood markets local flavor
9821;Potato Corner;fast food chicken wings specialty food food stands
9822;Big Geez Chicken Shack ;fast food chicken shop
9841;Chaat and Chai;pakistani indian
9843;Heirloom Fine American Cookery;american (traditional)
9844;Night Market;food stands local flavor
9853;Bistro La Baia;italian
9859;Gianna's Grille;vegan vegetarian
9869;Wawa;coffee & tea sandwiches convenience stores
9881;Big Boyz;breakfast & brunch soul food
9890;Vetri Cucina;italian cuban
9891;Amato's Deli Restaurant;burgers pizza cheesesteaks
9898;Mom's Bake At Home Pizza;pizza
9916;Burrito Bonito;mexican
9927;Paradise Pizzeria;pizza
9939;London Grill;italian breakfast & brunch american (new)
9941;Dinardo's Famous Crabs;american (traditional) seafood
9945;Wawa;coffee & tea sandwiches convenience stores
9947;Mixx Japanese Cuisine and Noodle Bar;sushi bars japanese asian fusion
9977;Lite Choice;ice cream & frozen yogurt juice bars & smoothies gluten-free
9982;The Foodery;bars nightlife beer wine & spirits
9987;The Concourse at Comcast Center;shopping centers
9998;Poke Burri;japanese
10005;Toscanini Grill and Pizza;italian pizza salad
10031;Jade Palace;chinese
10048;Rock N' Rolls Egg Rolls;fast food food trucks pizza chinese american (new) food delivery services desserts cheesesteaks
10052;Don Panchito Mexican Grill;steakhouses mexican halal
10067;Kumo Hibachi Sushi;sushi bars food delivery services
10068;Cosi;coffee & tea sandwiches salad
10085;Spice Mandarin Cuisine;chinese dim sum
10089;Fez Moroccon Restaurant;bars nightlife moroccan hookah bars
10094;Tokai Sushi Hibachi Steakhouses;sushi bars japanese steakhouses asian fusion
10098;KFC;fast food chicken wings chicken shop
10100;Polka Deli Inc;sandwiches
10117;Mexican Grill Stand;food trucks mexican street vendors
10131;Arby's;fast food sandwiches salad
10133;Chickpeas Falafel & Grill;mediterranean falafel kosher
10138;Village Bar and Kitchen;bars nightlife wine bars cocktail bars salad american (new)
10140;Bread & Butter Philly - Breakfast Junction;american (traditional) breakfast & brunch juice bars & smoothies
10150;Crazy Sushi;sushi bars japanese
10172;The Freshworks of Port Richmond;sandwiches salad wraps cheesesteaks
10182;Les Bons Temps;bars nightlife cajun/creole dance clubs
10184;Sister Muhammad's Kitchen;bakeries american (traditional) soul food halal
10186;Wawa Food Markets;convenience stores
10187;Watami Sushi & Hibachi;sushi bars japanese seafood soup
10193;Roula's Pizza;pizza
10194;La Esquina del Bronco;latin american
10215;Wawa;coffee & tea sandwiches convenience stores
10221;Common Grounds Philly;coffee & tea american (traditional) breakfast & brunch soup
10224;Pho Street;vietnamese
10240;Kopi Latte;coffee & tea breakfast & brunch cafes
10241;China House;chinese
10257;Pagoda Noodle Cafe;specialty food chinese
10260;Marmont Steakhouse & Bar;bars american (traditional) nightlife steakhouses seafood lounges
10280;New Lee's Chinese Restaurant;chinese
10290;Tria Cafe Wash West;bars nightlife wine bars specialty food american (new) beer wine & spirits modern european cheese shops
10299;Larry's Steaks;sandwiches pizza cheesesteaks
10304;Market on Ninth;coffee & tea sandwiches specialty food american (new)
10310;Wawa;coffee & tea sandwiches gas stations convenience stores
10313;Pikes Corner;seafood specialty food seafood markets
10319;Federal Donuts;coffee & tea chicken wings donuts
10324;Sole II Soul;nightlife seafood american (new) soul food karaoke
10339;Sansom Kabob House;soup vegetarian indian kebab afghan
10341;Tiedhouse;breweries
10345;Phillips Seafood;seafood
10355;Algorithm Restaurants;burgers food trucks mexican street vendors vegan tacos pop-up restaurants
10373;Say Cheese;sandwiches street vendors
10376;Pho Mi Rittenhouse;vietnamese
10385;New Number One Chinese Restaurant;asian fusion chinese
